area,prov,dist,nchild,area_name,childreneverborn,rowtotal,a_15to19,b_20to24,c_25to29,d_30to34,e_35to39,f_40to44,g_45to49
50,5,50,6,"Gulmi","6 Children",644,0,2,7,36,95,213,291
50,5,50,7,"Gulmi","7 Children",237,0,0,5,7,32,72,121
50,5,50,8,"Gulmi","8 Children",97,0,0,0,4,13,29,51
50,5,50,9,"Gulmi","9 & More Children",24,0,0,0,0,3,3,18
50,5,51,-1,"Arghakhanchi","Total",39913,1819,6367,7783,6735,6303,5723,5183
50,5,51,0,"Arghakhanchi","No Children/No Birth",4301,1098,1615,664,257,192,181,294
50,5,51,1,"Arghakhanchi","1 Children",8500,638,3329,2597,969,405,290,272
50,5,51,2,"Arghakhanchi","2 Children",13983,82,1247,3525,3497,2731,1783,1118
50,5,51,3,"Arghakhanchi","3 Children",7884,1,157,822,1488,1942,1888,1586
50,5,51,4,"Arghakhanchi","4 Children",3221,0,17,151,380,718,943,1012
50,5,51,5,"Arghakhanchi","5 Children",1244,0,2,19,104,215,398,506
50,5,51,6,"Arghakhanchi","6 Children",458,0,0,4,28,58,144,224
50,5,51,7,"Arghakhanchi","7 Children",214,0,0,1,8,32,62,111
50,5,51,8,"Arghakhanchi","8 Children",79,0,0,0,4,9,22,44
50,5,51,9,"Arghakhanchi","9 & More Children",29,0,0,0,0,1,12,16
50,5,52,-1,"Palpa","Total",55742,2175,7641,10860,10229,9312,8211,7314
50,5,52,0,"Palpa","No Children/No Birth",7309,1237,2257,1485,737,501,479,613
50,5,52,1,"Palpa","1 Children",14619,816,4052,4792,2528,1197,693,541
50,5,52,2,"Palpa","2 Children",20064,110,1151,3856,5147,4576,3166,2058
50,5,52,3,"Palpa","3 Children",8705,10,155,620,1414,2102,2374,2030
50,5,52,4,"Palpa","4 Children",3267,1,16,79,317,692,991,1171
50,5,52,5,"Palpa","5 Children",1166,1,8,20,67,173,338,559
50,5,52,6,"Palpa","6 Children",406,0,2,7,13,47,122,215
50,5,52,7,"Palpa","7 Children",132,0,0,1,5,12,32,82
50,5,52,8,"Palpa","8 Children",54,0,0,0,0,10,12,32
50,5,52,9,"Palpa","9 & More Children",20,0,0,0,1,2,4,13
50,5,53,-1,"Nawalparasi (Bardaghat Susta West)","Total",84556,1795,11393,16855,16349,15904,12797,9463
50,5,53,0,"Nawalparasi (Bardaghat Susta West)","No Children/No Birth",9791,1043,3476,2237,1062,671,551,751
50,5,53,1,"Nawalparasi (Bardaghat Susta West)","1 Children",18096,612,5099,5984,3224,1598,966,613
50,5,53,2,"Nawalparasi (Bardaghat Susta West)","2 Children",30793,106,2311,6210,7668,7070,4790,2638
50,5,53,3,"Nawalparasi (Bardaghat Susta West)","3 Children",16330,26,433,1898,3097,4286,3780,2810
50,5,53,4,"Nawalparasi (Bardaghat Susta West)","4 Children",6337,7,65,437,978,1557,1736,1557
50,5,53,5,"Nawalparasi (Bardaghat Susta West)","5 Children",2143,1,6,67,226,488,672,683
50,5,53,6,"Nawalparasi (Bardaghat Susta West)","6 Children",729,0,3,18,73,163,206,266
50,5,53,7,"Nawalparasi (Bardaghat Susta West)","7 Children",235,0,0,4,19,44,70,98
50,5,53,8,"Nawalparasi (Bardaghat Susta West)","8 Children",79,0,0,0,2,19,22,36
50,5,53,9,"Nawalparasi (Bardaghat Susta West)","9 & More Children",23,0,0,0,0,8,4,11
50,5,54,-1,"Rupandehi","Total",243492,5266,32789,48539,47725,46013,36281,26879
50,5,54,0,"Rupandehi","No Children/No Birth",29849,3411,11427,7212,2910,1769,1416,1704
50,5,54,1,"Rupandehi","1 Children",55312,1563,14107,17704,10791,5616,3238,2293
50,5,54,2,"Rupandehi","2 Children",87343,243,5934,16882,21412,20399,14293,8180
50,5,54,3,"Rupandehi","3 Children",42118,36,1134,5175,8417,10685,9509,7162
50,5,54,4,"Rupandehi","4 Children",17721,12,154,1275,2941,4768,4495,4076
50,5,54,5,"Rupandehi","5 Children",6902,1,31,231,903,1787,2044,1905
50,5,54,6,"Rupandehi","6 Children",2656,0,2,51,253,649,805,896
50,5,54,7,"Rupandehi","7 Children",1017,0,0,9,69,237,299,403
50,5,54,8,"Rupandehi","8 Children",384,0,0,0,22,79,125,158
50,5,54,9,"Rupandehi","9 & More Children",190,0,0,0,7,24,57,102
50,5,55,-1,"Kapilbastu","Total",135946,3506,22051,28085,25678,23715,18819,14092
50,5,55,0,"Kapilbastu","No Children/No Birth",18447,2356,7829,3934,1579,940,846,963
50,5,55,1,"Kapilbastu","1 Children",25142,943,8674,8271,3657,1783,1011,803
50,5,55,2,"Kapilbastu","2 Children",35553,159,4183,9144,8829,6657,4168,2413
50,5,55,3,"Kapilbastu","3 Children",25358,35,1076,4580,5963,5906,4643,3155
50,5,55,4,"Kapilbastu","4 Children",15699,11,237,1585,3439,4280,3540,2607
50,5,55,5,"Kapilbastu","5 Children",8501,2,49,433,1439,2370,2355,1853
50,5,55,6,"Kapilbastu","6 Children",4123,0,2,109,539,1070,1248,1155
50,5,55,7,"Kapilbastu","7 Children",1848,0,1,29,182,446,587,603
50,5,55,8,"Kapilbastu","8 Children",896,0,0,0,43,212,301,340
50,5,55,9,"Kapilbastu","9 & More Children",379,0,0,0,8,51,120,200
50,5,56,-1,"Dang","Total",159567,6310,25259,32387,29402,26543,22180,17486
50,5,56,0,"Dang","No Children/No Birth",18702,3464,6605,3629,1506,1027,1106,1365
50,5,56,1,"Dang","1 Children",41765,2520,13475,13151,6302,2966,1876,1475
50,5,56,2,"Dang","2 Children",58362,295,4556,12485,14790,12677,8535,5024
50,5,56,3,"Dang","3 Children",25517,20,536,2530,5056,6552,6027,4796
50,5,56,4,"Dang","4 Children",9620,9,73,462,1292,2292,2826,2666
50,5,56,5,"Dang","5 Children",3557,2,12,102,341,708,1146,1246
50,5,56,6,"Dang","6 Children",1316,0,2,20,89,237,433,535
50,5,56,7,"Dang","7 Children",454,0,0,8,13,59,128,246
50,5,56,8,"Dang","8 Children",194,0,0,0,13,19,77,85
50,5,56,9,"Dang","9 & More Children",80,0,0,0,0,6,26,48
50,5,57,-1,"Banke","Total",131464,4732,21481,26685,24665,22645,17815,13441
50,5,57,0,"Banke","No Children/No Birth",17761,3031,6792,3598,1537,978,862,963
50,5,57,1,"Banke","1 Children",29459,1428,9582,8835,4594,2449,1485,1086
50,5,57,2,"Banke","2 Children",41510,229,4068,9472,10167,8553,5699,3322
50,5,57,3,"Banke","3 Children",22595,36,842,3417,4957,5568,4480,3295
50,5,57,4,"Banke","4 Children",11048,7,163,1007,2166,2839,2709,2157
50,5,57,5,"Banke","5 Children",5216,1,23,275,836,1364,1418,1299
50,5,57,6,"Banke","6 Children",2339,0,10,70,291,584,670,714
50,5,57,7,"Banke","7 Children",916,0,1,11,97,186,293,328
50,5,57,8,"Banke","8 Children",424,0,0,0,17,99,124,184
50,5,57,9,"Banke","9 & More Children",196,0,0,0,3,25,75,93
50,5,58,-1,"Bardiya","Total",109244,4403,17390,22234,19572,18686,14979,11980
50,5,58,0,"Bardiya","No Children/No Birth",12968,2628,4823,2661,982,556,558,760
50,5,58,1,"Bardiya","1 Children",29329,1596,9347,9639,4760,2122,1071,794
50,5,58,2,"Bardiya","2 Children",37459,159,2803,7808,9242,8623,5683,3141
50,5,58,3,"Bardiya","3 Children",17925,18,338,1699,3331,4752,4327,3460
50,5,58,4,"Bardiya","4 Children",7205,2,73,336,911,1730,2043,2110
50,5,58,5,"Bardiya","5 Children",2762,0,6,65,247,630,831,983
50,5,58,6,"Bardiya","6 Children",1020,0,0,19,77,192,299,433
50,5,58,7,"Bardiya","7 Children",380,0,0,7,18,56,110,189
50,5,58,8,"Bardiya","8 Children",139,0,0,0,3,22,40,74
50,5,58,9,"Bardiya","9 & More Children",57,0,0,0,1,3,17,36
50,6,59,-1,"Dolpa","Total",8015,333,1288,1582,1431,1315,1117,949
50,6,59,0,"Dolpa","No Children/No Birth",992,175,321,161,98,91,85,61
50,6,59,1,"Dolpa","1 Children",1301,130,507,325,149,64,64,62
50,6,59,2,"Dolpa","2 Children",2016,23,354,670,408,249,172,140
50,6,59,3,"Dolpa","3 Children",1680,4,87,309,415,412,264,189
50,6,59,4,"Dolpa","4 Children",1100,1,19,92,259,284,239,206
50,6,59,5,"Dolpa","5 Children",529,0,0,21,73,138,161,136
50,6,59,6,"Dolpa","6 Children",226,0,0,4,24,52,74,72
50,6,59,7,"Dolpa","7 Children",111,0,0,0,4,15,44,48
50,6,59,8,"Dolpa","8 Children",41,0,0,0,1,7,9,24
50,6,59,9,"Dolpa","9 & More Children",19,0,0,0,0,3,5,11
50,6,60,-1,"Mugu","Total",12340,808,2576,2311,2069,1783,1490,1303
50,6,60,0,"Mugu","No Children/No Birth",1343,423,518,154,72,57,56,63
50,6,60,1,"Mugu","1 Children",1896,318,971,352,99,65,48,43
50,6,60,2,"Mugu","2 Children",2727,61,813,848,476,249,166,114
50,6,60,3,"Mugu","3 Children",2639,5,225,646,715,517,307,224
50,6,60,4,"Mugu","4 Children",1838,1,41,237,427,490,364,278
50,6,60,5,"Mugu","5 Children",1009,0,6,53,187,244,274,245
50,6,60,6,"Mugu","6 Children",516,0,1,18,63,106,145,183
50,6,60,7,"Mugu","7 Children",241,0,1,3,22,36,92,87
50,6,60,8,"Mugu","8 Children",78,0,0,0,6,16,22,34
50,6,60,9,"Mugu","9 & More Children",53,0,0,0,2,3,16,32
50,6,61,-1,"Humla","Total",10232,539,1740,1796,1879,1712,1423,1143
50,6,61,0,"Humla","No Children/No Birth",1081,284,359,155,90,60,76,57
50,6,61,1,"Humla","1 Children",1512,200,653,323,129,87,65,55
50,6,61,2,"Humla","2 Children",2180,48,513,624,417,294,176,108
50,6,61,3,"Humla","3 Children",2163,5,181,437,572,455,300,213
50,6,61,4,"Humla","4 Children",1515,2,29,178,372,383,315,236
50,6,61,5,"Humla","5 Children",934,0,3,56,201,240,239,195
50,6,61,6,"Humla","6 Children",450,0,2,18,65,118,122,125
50,6,61,7,"Humla","7 Children",224,0,0,5,23,48,69,79
50,6,61,8,"Humla","8 Children",97,0,0,0,8,19,36,34
50,6,61,9,"Humla","9 & More Children",76,0,0,0,2,8,25,41
50,6,62,-1,"Jumla","Total",24468,1511,5041,4529,4074,3494,3251,2568
50,6,62,0,"Jumla","No Children/No Birth",3525,886,1292,427,199,140,415,166
50,6,62,1,"Jumla","1 Children",3918,522,1925,791,285,149,126,120
50,6,62,2,"Jumla","2 Children",6832,94,1437,1924,1471,951,578,377
50,6,62,3,"Jumla","3 Children",5081,9,323,996,1206,1080,854,613
50,6,62,4,"Jumla","4 Children",2816,0,52,281,602,699,636,546
50,6,62,5,"Jumla","5 Children",1275,0,11,76,206,270,357,355
50,6,62,6,"Jumla","6 Children",580,0,1,29,72,128,161,189
50,6,62,7,"Jumla","7 Children",242,0,0,5,24,50,57,106
50,6,62,8,"Jumla","8 Children",127,0,0,0,8,16,46,57
50,6,62,9,"Jumla","9 & More Children",72,0,0,0,1,11,21,39
50,6,63,-1,"Kalikot","Total",26444,1657,5964,4834,4101,3709,3283,2896
50,6,63,0,"Kalikot","No Children/No Birth",3175,1016,1367,372,136,82,83,119
50,6,63,1,"Kalikot","1 Children",4279,528,2390,847,232,125,73,84
50,6,63,2,"Kalikot","2 Children",5051,97,1644,1649,814,404,246,197
50,6,63,3,"Kalikot","3 Children",5037,11,441,1278,1263,954,640,450
50,6,63,4,"Kalikot","4 Children",3858,1,98,500,929,978,776,576
50,6,63,5,"Kalikot","5 Children",2420,4,21,127,454,617,651,546
50,6,63,6,"Kalikot","6 Children",1409,0,2,49,175,328,443,412
50,6,63,7,"Kalikot","7 Children",690,0,1,12,71,141,192,273
50,6,63,8,"Kalikot","8 Children",344,0,0,0,26,66,108,144
50,6,63,9,"Kalikot","9 & More Children",181,0,0,0,1,14,71,95
50,6,64,-1,"Dailekh","Total",51364,3335,10801,9489,7589,7636,6643,5871
50,6,64,0,"Dailekh","No Children/No Birth",6300,1961,2393,771,333,232,270,340
50,6,64,1,"Dailekh","1 Children",9203,1180,4639,1925,638,326,252,243
50,6,64,2,"Dailekh","2 Children",12965,164,2961,3920,2516,1697,992,715
50,6,64,3,"Dailekh","3 Children",10033,26,665,2013,2233,2258,1663,1175
50,6,64,4,"Dailekh","4 Children",6398,3,116,668,1173,1659,1538,1241
50,6,64,5,"Dailekh","5 Children",3506,1,19,140,454,843,1038,1011
50,6,64,6,"Dailekh","6 Children",1704,0,8,43,166,382,504,601
50,6,64,7,"Dailekh","7 Children",734,0,0,9,54,147,225,299
50,6,64,8,"Dailekh","8 Children",323,0,0,0,21,64,107,131
50,6,64,9,"Dailekh","9 & More Children",198,0,0,0,1,28,54,115
50,6,65,-1,"Jajarkot","Total",36115,2752,7697,6470,5436,5327,4625,3808
50,6,65,0,"Jajarkot","No Children/No Birth",3635,1437,1274,379,146,119,117,163
50,6,65,1,"Jajarkot","1 Children",5723,1085,3027,978,265,144,114,110
50,6,65,2,"Jajarkot","2 Children",7950,199,2540,2548,1266,699,420,278
50,6,65,3,"Jajarkot","3 Children",7006,27,682,1670,1667,1424,940,596
50,6,65,4,"Jajarkot","4 Children",5325,4,145,643,1223,1372,1121,817
50,6,65,5,"Jajarkot","5 Children",3156,0,23,188,549,814,870,712
50,6,65,6,"Jajarkot","6 Children",1769,0,4,50,214,441,551,509
50,6,65,7,"Jajarkot","7 Children",857,0,2,14,68,203,259,311
50,6,65,8,"Jajarkot","8 Children",489,0,0,0,34,76,169,210
50,6,65,9,"Jajarkot","9 & More Children",205,0,0,0,4,35,64,102
50,6,66,-1,"Rukum (West)","Total",35676,2487,7441,6556,5814,5055,4606,3717
50,6,66,0,"Rukum (West)","No Children/No Birth",3793,1250,1356,449,185,156,179,218
50,6,66,1,"Rukum (West)","1 Children",6739,1050,3360,1332,445,231,165,156
50,6,66,2,"Rukum (West)","2 Children",10540,173,2302,3164,2336,1303,772,490
50,6,66,3,"Rukum (West)","3 Children",7189,12,359,1237,1797,1669,1312,803
50,6,66,4,"Rukum (West)","4 Children",4159,2,50,302,764,1033,1121,887
50,6,66,5,"Rukum (West)","5 Children",1966,0,12,59,209,433,632,621
50,6,66,6,"Rukum (West)","6 Children",771,0,2,10,54,141,252,312
50,6,66,7,"Rukum (West)","7 Children",324,0,0,3,18,57,105,141
50,6,66,8,"Rukum (West)","8 Children",138,0,0,0,4,26,49,59
50,6,66,9,"Rukum (West)","9 & More Children",57,0,0,0,2,6,19,30
50,6,67,-1,"Salyan","Total",53191,3476,10985,9867,8268,7706,7003,5886
50,6,67,0,"Salyan","No Children/No Birth",5445,1720,2043,696,253,216,200,317
50,6,67,1,"Salyan","1 Children",10835,1550,5383,2350,698,349,265,240
50,6,67,2,"Salyan","2 Children",16506,187,3087,4951,3681,2365,1397,838
50,6,67,3,"Salyan","3 Children",10707,16,405,1485,2476,2610,2228,1487
50,6,67,4,"Salyan","4 Children",5660,3,60,313,842,1399,1641,1402
50,6,67,5,"Salyan","5 Children",2483,0,3,59,238,519,789,875
50,6,67,6,"Salyan","6 Children",988,0,4,12,57,167,314,434
50,6,67,7,"Salyan","7 Children",364,0,0,1,15,53,113,182
50,6,67,8,"Salyan","8 Children",152,0,0,0,8,23,38,83
50,6,67,9,"Salyan","9 & More Children",51,0,0,0,0,5,18,28
50,6,68,-1,"Surkhet","Total",95138,5842,16922,18037,16791,15403,12476,9667
50,6,68,0,"Surkhet","No Children/No Birth",10838,3293,3961,1616,660,427,362,519
50,6,68,1,"Surkhet","1 Children",21117,2237,8399,5551,2527,1230,670,503
50,6,68,2,"Surkhet","2 Children",31950,280,3843,7803,8024,6135,3799,2066
50,6,68,3,"Surkhet","3 Children",17617,26,612,2382,3759,4427,3774,2637
50,6,68,4,"Surkhet","4 Children",8030,5,92,541,1288,2059,2118,1927
50,6,68,5,"Surkhet","5 Children",3387,1,12,113,374,731,1050,1106
50,6,68,6,"Surkhet","6 Children",1345,0,3,28,113,251,415,535
50,6,68,7,"Surkhet","7 Children",518,0,0,3,27,95,182,211
50,6,68,8,"Surkhet","8 Children",231,0,0,0,16,42,71,102
50,6,68,9,"Surkhet","9 & More Children",105,0,0,0,3,6,35,61
50,7,69,-1,"Bajura","Total",26039,1390,5320,4321,4011,4187,3595,3215
50,7,69,0,"Bajura","No Children/No Birth",2908,783,1151,336,165,128,152,193
50,7,69,1,"Bajura","1 Children",4279,518,2215,814,282,193,129,128
50,7,69,2,"Bajura","2 Children",5938,76,1545,1686,1047,730,488,366
50,7,69,3,"Bajura","3 Children",5374,8,334,1015,1314,1201,858,644
50,7,69,4,"Bajura","4 Children",3892,4,63,363,782,1027,907,746
50,7,69,5,"Bajura","5 Children",2082,1,9,87,292,540,595,558
50,7,69,6,"Bajura","6 Children",895,0,3,15,89,227,263,298
50,7,69,7,"Bajura","7 Children",403,0,0,5,28,90,118,162
50,7,69,8,"Bajura","8 Children",174,0,0,0,11,39,58,66
50,7,69,9,"Bajura","9 & More Children",94,0,0,0,1,12,27,54
50,7,70,-1,"Bajhang","Total",36390,2119,7063,6113,5690,5737,5347,4321
50,7,70,0,"Bajhang","No Children/No Birth",3943,1218,1519,407,185,176,192,246
50,7,70,1,"Bajhang","1 Children",5573,770,2863,1015,335,222,180,188
50,7,70,2,"Bajhang","2 Children",8354,114,2055,2449,1534,1037,677,488
50,7,70,3,"Bajhang","3 Children",7709,16,514,1473,1824,1674,1342,866
50,7,70,4,"Bajhang","4 Children",5473,1,95,570,1139,1402,1309,957
50,7,70,5,"Bajhang","5 Children",2959,0,16,157,450,754,871,711
50,7,70,6,"Bajhang","6 Children",1416,0,1,33,175,296,454,457
50,7,70,7,"Bajhang","7 Children",586,0,0,9,34,110,185,248
50,7,70,8,"Bajhang","8 Children",250,0,0,0,12,51,90,97
50,7,70,9,"Bajhang","9 & More Children",127,0,0,0,2,15,47,63
50,7,71,-1,"Darchula","Total",27543,1287,5004,4891,4667,4437,3865,3392
50,7,71,0,"Darchula","No Children/No Birth",3473,781,1280,469,208,209,217,309
50,7,71,1,"Darchula","1 Children",4930,426,2187,1176,458,266,217,200
50,7,71,2,"Darchula","2 Children",8042,69,1209,2123,1839,1321,882,599
50,7,71,3,"Darchula","3 Children",5724,8,279,807,1290,1342,1144,854
50,7,71,4,"Darchula","4 Children",3067,2,41,250,590,751,742,691
50,7,71,5,"Darchula","5 Children",1443,1,7,48,207,371,393,416
50,7,71,6,"Darchula","6 Children",539,0,1,16,56,119,162,185
50,7,71,7,"Darchula","7 Children",199,0,0,2,12,40,61,84
50,7,71,8,"Darchula","8 Children",79,0,0,0,7,13,29,30
50,7,71,9,"Darchula","9 & More Children",47,0,0,0,0,5,18,24
50,7,72,-1,"Baitadi","Total",49332,1860,9824,8956,8042,7637,6917,6096
50,7,72,0,"Baitadi","No Children/No Birth",5355,1152,2458,617,286,208,253,381
50,7,72,1,"Baitadi","1 Children",8688,618,4448,2019,637,341,308,317
50,7,72,2,"Baitadi","2 Children",13098,75,2360,3896,2780,1800,1265,922
50,7,72,3,"Baitadi","3 Children",10735,13,481,1770,2538,2470,1983,1480
50,7,72,4,"Baitadi","4 Children",6378,2,67,513,1239,1632,1597,1328
50,7,72,5,"Baitadi","5 Children",2987,0,9,111,386,738,871,872
50,7,72,6,"Baitadi","6 Children",1300,0,1,26,124,299,406,444
50,7,72,7,"Baitadi","7 Children",492,0,0,4,41,93,150,204
50,7,72,8,"Baitadi","8 Children",225,0,0,0,9,46,67,103
50,7,72,9,"Baitadi","9 & More Children",74,0,0,0,2,10,17,45
50,7,73,-1,"Dadeldhura","Total",29430,1311,5709,5554,4785,4652,3877,3542
50,7,73,0,"Dadeldhura","No Children/No Birth",3288,781,1388,410,176,129,159,245
50,7,73,1,"Dadeldhura","1 Children",5542,443,2701,1399,460,222,172,145
50,7,73,2,"Dadeldhura","2 Children",8283,77,1334,2468,1870,1258,751,525
50,7,73,3,"Dadeldhura","3 Children",6030,9,241,995,1362,1501,1089,833
50,7,73,4,"Dadeldhura","4 Children",3359,1,38,217,625,893,808,777
50,7,73,5,"Dadeldhura","5 Children",1746,0,4,51,216,405,522,548
50,7,73,6,"Dadeldhura","6 Children",716,0,3,11,52,154,241,255
50,7,73,7,"Dadeldhura","7 Children",304,0,0,3,18,61,91,131
50,7,73,8,"Dadeldhura","8 Children",124,0,0,0,6,24,35,59
50,7,73,9,"Dadeldhura","9 & More Children",38,0,0,0,0,5,9,24
50,7,74,-1,"Doti","Total",41593,1666,7996,7879,7002,6368,5957,4725
50,7,74,0,"Doti","No Children/No Birth",4092,1033,1774,508,186,149,212,230
50,7,74,1,"Doti","1 Children",6647,556,3460,1453,508,237,222,211
50,7,74,2,"Doti","2 Children",10278,64,2211,3383,2092,1168,784,576
50,7,74,3,"Doti","3 Children",9182,10,442,1828,2310,2053,1588,951
50,7,74,4,"Doti","4 Children",6067,2,92,545,1250,1515,1516,1147
50,7,74,5,"Doti","5 Children",3121,1,16,127,481,793,885,818
50,7,74,6,"Doti","6 Children",1372,0,1,30,129,304,465,443
50,7,74,7,"Doti","7 Children",529,0,0,5,31,98,188,207
50,7,74,8,"Doti","8 Children",218,0,0,0,14,38,68,98
50,7,74,9,"Doti","9 & More Children",87,0,0,0,1,13,29,44
50,7,75,-1,"Achham","Total",42942,2187,8489,7601,6942,6694,6036,4993
50,7,75,0,"Achham","No Children/No Birth",4234,1345,1783,404,181,127,156,238
50,7,75,1,"Achham","1 Children",6806,753,3890,1305,380,184,158,136
50,7,75,2,"Achham","2 Children",8859,80,2219,3049,1658,914,541,398
50,7,75,3,"Achham","3 Children",8776,5,496,1995,2282,1925,1258,815
50,7,75,4,"Achham","4 Children",6662,4,72,656,1505,1790,1533,1102
50,7,75,5,"Achham","5 Children",3964,0,27,153,634,1050,1145,955
50,7,75,6,"Achham","6 Children",2092,0,2,32,226,444,700,688
50,7,75,7,"Achham","7 Children",942,0,0,7,52,162,355,366
50,7,75,8,"Achham","8 Children",414,0,0,0,19,73,132,190
50,7,75,9,"Achham","9 & More Children",193,0,0,0,5,25,58,105
50,7,76,-1,"Kailali","Total",199079,6954,30555,39332,37711,34788,27816,21923
50,7,76,0,"Kailali","No Children/No Birth",23949,4361,8976,5029,1992,1146,1043,1402
50,7,76,1,"Kailali","1 Children",48291,2268,15267,15228,8394,3837,1956,1341
50,7,76,2,"Kailali","2 Children",65285,282,5288,14155,17011,14512,8988,5049
50,7,76,3,"Kailali","3 Children",35196,36,856,3802,7119,9166,8089,6128
50,7,76,4,"Kailali","4 Children",15936,7,145,886,2267,4012,4516,4103
50,7,76,5,"Kailali","5 Children",6398,0,19,187,682,1398,1955,2157
50,7,76,6,"Kailali","6 Children",2504,0,4,38,179,487,793,1003
50,7,76,7,"Kailali","7 Children",952,0,0,7,44,154,305,442
50,7,76,8,"Kailali","8 Children",404,0,0,0,22,62,121,199
50,7,76,9,"Kailali","9 & More Children",164,0,0,0,1,14,50,99
50,7,77,-1,"Kanchanpur","Total",116024,3752,17977,23298,21476,19808,16578,13135
50,7,77,0,"Kanchanpur","No Children/No Birth",12597,2384,5106,2433,860,528,543,743
50,7,77,1,"Kanchanpur","1 Children",25207,1228,9014,8256,3593,1512,897,707
50,7,77,2,"Kanchanpur","2 Children",39905,128,3323,9655,10681,8429,4927,2762
50,7,77,3,"Kanchanpur","3 Children",22295,11,467,2384,4569,5704,5383,3777
50,7,77,4,"Kanchanpur","4 Children",9929,1,59,463,1283,2437,2952,2734
50,7,77,5,"Kanchanpur","5 Children",3842,0,8,79,345,809,1203,1398
50,7,77,6,"Kanchanpur","6 Children",1450,0,0,21,110,273,423,623
50,7,77,7,"Kanchanpur","7 Children",503,0,0,7,25,74,165,232
50,7,77,8,"Kanchanpur","8 Children",205,0,0,0,9,38,56,102
50,7,77,9,"Kanchanpur","9 & More Children",91,0,0,0,1,4,29,57
